user_id,segment,home_location_id
1,non_searcher,8
2,non_searcher,1
3,non_searcher,2
4,non_searcher,2
5,non_searcher,6
6,non_searcher,1
7,non_searcher,1
8,non_searcher,4
9,non_searcher,1
10,non_searcher,1
11,non_searcher,1
12,non_searcher,1
13,non_searcher,1
14,non_searcher,1
15,non_searcher,6
16,non_searcher,1
17,non_searcher,1
18,non_searcher,1
19,non_searcher,1
20,non_searcher,1
21,non_searcher,1
22,non_searcher,1
23,non_searcher,1
24,non_searcher,3
25,non_searcher,1
26,non_searcher,1
27,non_searcher,1
28,non_searcher,1
29,non_searcher,4
30,non_searcher,4
31,non_searcher,1
32,non_searcher,2
33,non_searcher,1
34,non_searcher,1
35,non_searcher,2
36,non_searcher,1
37,non_searcher,1
38,non_searcher,2
39,non_searcher,2
40,non_searcher,1
41,non_searcher,1
42,non_searcher,1
43,non_searcher,2
44,non_searcher,1
45,non_searcher,1
46,non_searcher,1
47,non_searcher,1
48,non_searcher,7
49,non_searcher,1
50,non_searcher,6
51,non_searcher,1
52,non_searcher,4
53,non_searcher,1
54,non_searcher,1
55,non_searcher,1
56,non_searcher,1
57,non_searcher,6
58,non_searcher,5
59,non_searcher,4
60,non_searcher,1
61,non_searcher,1
62,non_searcher,1
63,non_searcher,1
64,non_searcher,1
65,non_searcher,1
66,non_searcher,1
67,non_searcher,1
68,non_searcher,1
69,non_searcher,2
70,non_searcher,1
71,non_searcher,1
72,non_searcher,1
73,non_searcher,1
74,non_searcher,2
75,non_searcher,7
76,non_searcher,1
77,non_searcher,7
78,non_searcher,2
79,non_searcher,1
80,non_searcher,1
81,non_searcher,1
82,non_searcher,1
83,non_searcher,1
84,non_searcher,7
85,non_searcher,1
86,non_searcher,4
87,non_searcher,1
88,non_searcher,1
89,non_searcher,1
90,non_searcher,1
91,non_searcher,1
92,non_searcher,1
93,non_searcher,1
94,non_searcher,1
95,non_searcher,8
96,non_searcher,1
97,non_searcher,2
98,non_searcher,1
99,non_searcher,1
100,non_searcher,1
101,non_searcher,1
102,non_searcher,1
103,non_searcher,3
104,non_searcher,2
105,non_searcher,1
106,non_searcher,1
107,non_searcher,1
108,non_searcher,1
109,non_searcher,1
110,non_searcher,1
111,non_searcher,1
112,non_searcher,1
113,non_searcher,1
114,non_searcher,1
115,non_searcher,1
116,non_searcher,2
117,non_searcher,1
118,non_searcher,1
119,non_searcher,1
120,non_searcher,1
121,non_searcher,1
122,non_searcher,1
123,non_searcher,1
124,non_searcher,1
125,non_searcher,5
126,non_searcher,1
127,non_searcher,1
128,non_searcher,1
129,non_searcher,1
130,non_searcher,1
131,non_searcher,1
132,non_searcher,1
133,non_searcher,1
134,non_searcher,1
135,non_searcher,1
136,non_searcher,1
137,non_searcher,1
138,non_searcher,9
139,non_searcher,1
140,non_searcher,1
141,non_searcher,1
142,non_searcher,1
143,non_searcher,3
144,non_searcher,1
145,non_searcher,1
146,non_searcher,1
147,non_searcher,1
148,non_searcher,5
149,non_searcher,4
150,non_searcher,1
151,non_searcher,1
152,non_searcher,2
153,non_searcher,1
154,non_searcher,1
155,non_searcher,1
156,non_searcher,1
157,non_searcher,1
158,non_searcher,1
159,non_searcher,1
160,non_searcher,1
161,non_searcher,1
162,non_searcher,1
163,non_searcher,1
164,non_searcher,1
165,non_searcher,1
166,non_searcher,6
167,non_searcher,1
168,non_searcher,4
169,non_searcher,1
170,non_searcher,1
171,non_searcher,1
172,non_searcher,1
173,non_searcher,1
174,non_searcher,1
175,non_searcher,1
176,non_searcher,1
177,non_searcher,1
178,non_searcher,1
179,non_searcher,1
180,non_searcher,1
181,non_searcher,2
182,non_searcher,1
183,non_searcher,1
184,non_searcher,1
185,non_searcher,1
186,non_searcher,1
187,non_searcher,1
188,non_searcher,9
189,non_searcher,1
190,non_searcher,5
191,non_searcher,1
192,non_searcher,1
193,non_searcher,1
194,non_searcher,1
195,non_searcher,1
196,non_searcher,1
197,non_searcher,2
198,non_searcher,1
199,non_searcher,1
200,non_searcher,1
201,non_searcher,1
202,non_searcher,1
203,non_searcher,1
204,non_searcher,1
205,non_searcher,2
206,non_searcher,9
207,non_searcher,1
208,non_searcher,1
209,non_searcher,4
210,non_searcher,1
211,non_searcher,1
212,non_searcher,4
213,non_searcher,1
214,non_searcher,2
215,non_searcher,1
216,non_searcher,1
217,non_searcher,1
218,non_searcher,6
219,non_searcher,2
220,non_searcher,1
221,non_searcher,1
222,non_searcher,1
223,non_searcher,1
224,non_searcher,1
225,non_searcher,1
226,non_searcher,1
227,non_searcher,1
228,non_searcher,4
229,non_searcher,1
230,non_searcher,1
231,non_searcher,1
232,non_searcher,1
233,non_searcher,1
234,non_searcher,9
235,non_searcher,1
236,non_searcher,1
237,non_searcher,1
238,non_searcher,1
239,non_searcher,1
240,non_searcher,1
241,non_searcher,1
242,non_searcher,1
243,non_searcher,1
244,non_searcher,5
245,non_searcher,1
246,non_searcher,1
247,non_searcher,1
248,non_searcher,1
249,non_searcher,1
250,non_searcher,3
251,non_searcher,1
252,non_searcher,4
253,non_searcher,1
254,non_searcher,1
255,non_searcher,1
256,non_searcher,1
257,non_searcher,1
258,non_searcher,1
259,non_searcher,1
260,non_searcher,1
261,non_searcher,1
262,non_searcher,1
263,non_searcher,4
264,non_searcher,1
265,non_searcher,1
266,non_searcher,5
267,non_searcher,1
268,non_searcher,1
269,non_searcher,2
270,non_searcher,1
271,non_searcher,1
272,non_searcher,1
273,non_searcher,1
274,non_searcher,1
275,non_searcher,4
276,non_searcher,1
277,non_searcher,1
278,non_searcher,1
279,non_searcher,1
280,non_searcher,1
281,non_searcher,1
282,non_searcher,1
283,non_searcher,1
284,non_searcher,2
285,non_searcher,1
286,non_searcher,1
287,non_searcher,1
288,non_searcher,1
289,non_searcher,1
290,non_searcher,2
291,non_searcher,8
292,non_searcher,1
293,non_searcher,1
294,non_searcher,1
295,non_searcher,1
296,non_searcher,1
297,non_searcher,1
298,non_searcher,1
299,non_searcher,1
300,non_searcher,1
301,non_searcher,1
302,non_searcher,1
303,non_searcher,1
304,non_searcher,1
305,non_searcher,1
306,non_searcher,1
307,non_searcher,1
308,non_searcher,2
309,non_searcher,1
310,non_searcher,1
311,non_searcher,1
312,non_searcher,2
313,non_searcher,2
314,non_searcher,1
315,non_searcher,4
316,non_searcher,1
317,non_searcher,1
318,non_searcher,1
319,non_searcher,2
320,non_searcher,1
321,non_searcher,2
322,non_searcher,1
323,non_searcher,1
324,non_searcher,1
325,non_searcher,1
326,non_searcher,1
327,non_searcher,4
328,non_searcher,1
329,non_searcher,3
330,non_searcher,1
331,non_searcher,1
332,non_searcher,1
333,non_searcher,1
334,non_searcher,8
335,non_searcher,1
336,non_searcher,1
337,non_searcher,1
338,non_searcher,1
339,non_searcher,1
340,non_searcher,1
341,non_searcher,1
342,non_searcher,1
343,non_searcher,1
344,non_searcher,4
345,non_searcher,1
346,non_searcher,1
347,non_searcher,1
348,non_searcher,5
349,non_searcher,1
350,non_searcher,1
351,non_searcher,1
352,non_searcher,2
353,non_searcher,1
354,non_searcher,6
355,non_searcher,1
356,non_searcher,2
357,non_searcher,1
358,non_searcher,1
359,non_searcher,2
360,non_searcher,1
361,non_searcher,1
362,non_searcher,1
363,non_searcher,1
364,non_searcher,1
365,non_searcher,9
366,non_searcher,1
367,non_searcher,7
368,non_searcher,1
369,non_searcher,1
370,non_searcher,2
371,non_searcher,1
372,non_searcher,2
373,non_searcher,1
374,non_searcher,1
375,non_searcher,1
376,non_searcher,1
377,non_searcher,1
378,non_searcher,4
379,non_searcher,1
380,non_searcher,1
381,non_searcher,3
382,non_searcher,7
383,non_searcher,4
384,non_searcher,4
385,non_searcher,1
386,non_searcher,1
387,non_searcher,1
388,non_searcher,1
389,non_searcher,1
390,non_searcher,2
391,non_searcher,1
392,non_searcher,1
393,non_searcher,4
394,non_searcher,2
395,non_searcher,2
396,non_searcher,1
397,non_searcher,1
398,non_searcher,1
399,non_searcher,1
400,non_searcher,1
401,non_searcher,1
402,non_searcher,2
403,non_searcher,1
404,non_searcher,3
405,non_searcher,1
406,non_searcher,1
407,non_searcher,1
408,non_searcher,1
409,non_searcher,1
410,non_searcher,1
411,non_searcher,1
412,non_searcher,1
413,non_searcher,1
414,non_searcher,2
415,non_searcher,1
416,non_searcher,1
417,non_searcher,1
418,non_searcher,1
419,non_searcher,1
420,non_searcher,3
421,non_searcher,2
422,non_searcher,1
423,non_searcher,1
424,non_searcher,1
425,non_searcher,3
426,non_searcher,1
427,non_searcher,1
428,non_searcher,1
429,non_searcher,1
430,non_searcher,3
431,non_searcher,2
432,non_searcher,1
433,non_searcher,1
434,non_searcher,8
435,non_searcher,1
436,non_searcher,3
437,non_searcher,1
438,non_searcher,1
439,non_searcher,3
440,non_searcher,1
441,non_searcher,6
442,non_searcher,1
443,non_searcher,1
444,non_searcher,1
445,non_searcher,1
446,non_searcher,1
447,non_searcher,1
448,non_searcher,1
449,non_searcher,1
450,non_searcher,1
451,non_searcher,1
452,non_searcher,2
453,non_searcher,1
454,non_searcher,1
455,non_searcher,7
456,non_searcher,1
457,non_searcher,4
458,non_searcher,1
459,non_searcher,1
460,non_searcher,1
461,non_searcher,1
462,non_searcher,1
463,non_searcher,1
464,non_searcher,4
465,non_searcher,1
466,non_searcher,1
467,non_searcher,1
468,non_searcher,1
469,non_searcher,4
470,non_searcher,1
471,non_searcher,1
472,non_searcher,1
473,non_searcher,1
474,non_searcher,1
475,non_searcher,1
476,non_searcher,1
477,non_searcher,1
478,non_searcher,1
479,non_searcher,1
480,non_searcher,4
481,non_searcher,3
482,non_searcher,2
483,non_searcher,1
484,non_searcher,7
485,non_searcher,1
486,non_searcher,1
487,non_searcher,1
488,non_searcher,1
489,non_searcher,1
490,non_searcher,8
491,non_searcher,4
492,non_searcher,1
493,non_searcher,1
494,non_searcher,2
495,non_searcher,4
496,non_searcher,2
497,non_searcher,3
498,non_searcher,1
499,non_searcher,1
500,non_searcher,1
501,non_searcher,1
502,non_searcher,1
503,non_searcher,8
504,non_searcher,1
505,non_searcher,2
506,non_searcher,1
507,non_searcher,1
508,non_searcher,1
509,non_searcher,1
510,non_searcher,2
511,non_searcher,1
512,non_searcher,1
513,non_searcher,1
514,non_searcher,1
515,non_searcher,1
516,non_searcher,1
517,non_searcher,1
518,non_searcher,1
519,non_searcher,1
520,non_searcher,1
521,non_searcher,1
522,non_searcher,1
523,non_searcher,1
524,non_searcher,1
525,non_searcher,1
526,non_searcher,1
527,non_searcher,1
528,non_searcher,3
529,non_searcher,6
530,non_searcher,1
531,non_searcher,1
532,non_searcher,1
533,non_searcher,1
534,non_searcher,1
535,non_searcher,1
536,non_searcher,1
537,non_searcher,4
538,non_searcher,1
539,non_searcher,1
540,non_searcher,1
541,non_searcher,1
542,non_searcher,1
543,non_searcher,2
544,non_searcher,6
545,non_searcher,1
546,non_searcher,4
547,non_searcher,3
548,non_searcher,1
549,non_searcher,1
550,non_searcher,1
551,non_searcher,1
552,non_searcher,1
553,non_searcher,1
554,non_searcher,2
555,non_searcher,1
556,non_searcher,1
557,non_searcher,2
558,non_searcher,1
559,non_searcher,1
560,non_searcher,1
561,non_searcher,1
562,non_searcher,1
563,non_searcher,1
564,non_searcher,7
565,non_searcher,1
566,non_searcher,1
567,non_searcher,1
568,non_searcher,1
569,non_searcher,6
570,non_searcher,1
571,non_searcher,1
572,non_searcher,1
573,non_searcher,1
574,non_searcher,1
575,non_searcher,6
576,non_searcher,3
577,non_searcher,1
578,non_searcher,1
579,non_searcher,1
580,non_searcher,1
581,non_searcher,1
582,non_searcher,1
583,non_searcher,1
584,non_searcher,1
585,non_searcher,1
586,non_searcher,1
587,non_searcher,1
588,non_searcher,1
589,non_searcher,1
590,non_searcher,1
591,non_searcher,1
592,non_searcher,1
593,non_searcher,1
594,non_searcher,1
595,non_searcher,1
596,non_searcher,1
597,non_searcher,1
598,non_searcher,1
599,non_searcher,1
600,non_searcher,1
601,non_searcher,1
602,non_searcher,1
603,non_searcher,1
604,non_searcher,1
605,non_searcher,1
606,non_searcher,1
607,non_searcher,1
608,non_searcher,1
609,non_searcher,1
610,non_searcher,1
611,non_searcher,2
612,non_searcher,8
613,non_searcher,4
614,non_searcher,1
615,non_searcher,1
616,non_searcher,1
617,non_searcher,1
618,non_searcher,1
619,non_searcher,1
620,non_searcher,1
621,non_searcher,1
